episode,steps,reward_0,reward_1,loss_0,loss_1,collisions_0,collisions_1,ou_theta_0,ou_theta_1,ou_mu_0,ou_mu_1,ou_sigma_0,ou_sigma_1,ou_dt_0,ou_dt_1,ou_x0_0,ou_x0_1
0,13,-38.54397180514202,0.08243334360355989,-0.07692307692307693,-0.07692307692307693,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
1,30,-16.773769870898995,0.10710320423232998,-0.03333333333333333,-0.03333333333333333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
2,10,-50.09710153259236,0.09710153259235808,-0.1,-0.1,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
3,11,-45.60606647422163,0.15152101967618056,-0.09090909090909091,-0.09090909090909091,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
4,5,-100.19727290054888,-100.27983097939781,-0.2,-0.2,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
5,16,-31.345536339773414,0.01928046671597739,-0.0625,-0.0625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
6,11,-45.605520423282755,0.1509749687373008,-0.09090909090909091,-0.09090909090909091,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
7,13,-0.07447236251350699,-38.50557943012566,-0.07692307692307693,-0.07692307692307693,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
8,5,-100.05614579708953,-0.5830637337701153,-0.2,-0.2,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
9,12,41.62032297579069,-83.28698964245736,-0.08333333333333333,-0.08333333333333333,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
10,8,-0.05141502898612064,-62.66254452513957,-0.125,-0.125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
11,7,-71.51384942318182,0.0852779946103981,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
12,3,-166.71033326998463,0.043666603317964826,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
13,4,-125.17540362169498,0.03027998575231454,-0.25,-0.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
14,8,-62.67034436093366,0.13062070998673683,-0.125,-0.125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
15,4,-0.16379504115052917,-125.21560947747457,-0.25,-0.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
16,4,-0.10407521325907555,-125.24868365528182,-0.25,-0.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
17,14,-35.83060540323122,0.1163196889455009,-0.07142857142857142,-0.07142857142857142,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
18,10,-50.058058628774674,-50.27988945667736,-0.1,-0.1,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
19,3,-166.87408207258224,0.20741540591555077,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
20,3,-166.8522246169047,0.18555795023801083,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
21,6,-83.43109155842444,-83.48570663987094,-0.16666666666666666,-0.16666666666666666,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
22,14,-0.1132623113288568,-35.72326523557666,-0.07142857142857142,-0.07142857142857142,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
23,4,-0.04667367880119201,-125.2052010717977,-0.25,-0.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
24,13,-0.10537555207817272,-38.437391333844516,-0.07692307692307693,-0.07692307692307693,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
25,3,-166.72194588356646,0.05527921689981147,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
26,4,-0.16393512377966424,-125.38590047348939,-0.25,-0.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
27,4,-125.07057258218447,0.07057258218446627,-0.25,-0.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
28,6,-83.56130327297188,-83.45825175820839,-0.16666666666666666,-0.16666666666666666,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
29,4,-125.11232251991315,0.11232251991314965,-0.25,-0.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
30,4,-125.15934505945717,0.15934505945716454,-0.25,-0.25,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
31,5,-100.11642830433982,0.11642830433982643,-0.2,-0.2,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
32,7,-0.08296054165288076,-71.49187532186177,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
33,8,62.4607401031791,-125.19200062683548,-0.125,-0.125,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
34,7,-71.54670688463928,-71.53173760651238,-0.14285714285714285,-0.14285714285714285,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
35,10,-50.17274836892195,0.0801187195630014,-0.1,-0.1,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
36,5,-0.09337463714450092,-100.26287068700377,-0.2,-0.2,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
37,9,-0.1394152024154046,-55.58975040493734,-0.1111111111111111,-0.1111111111111111,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
38,15,33.24193500239862,-66.61743934363298,3129.6036458333333,1569.543359375,2.0,2.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
39,1,-0.13344075361491964,-500.8923853708925,7817.9775390625,7856.412109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
40,4,-0.10016783477895978,-125.15485881720086,23455.167236328125,11764.656005859375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
41,11,-0.0818498999325615,-45.45480374002656,21304.521573153408,18496.453993176194,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
42,4,-125.02741559167727,0.027415591677267155,23409.351440429688,17608.783203125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
43,17,-0.09623162609951756,-29.41106048874844,23396.40495749081,16525.093319163603,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
44,8,-62.637647204487656,0.13764720448766002,21408.359178066254,24331.011840820312,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
45,12,-41.80964898466664,0.14298231799996822,27170.466064453125,23261.17451985677,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
46,8,-0.09438083883349521,-62.627121227502414,30945.13134765625,10613.904474496841,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
47,7,-0.14687784252525019,-71.43345665485596,22012.24190848214,17586.160808018274,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
48,3,-166.77087210217638,0.10420543550971241,22927.705078125,17852.75048828125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
49,9,-55.709063038908255,0.15350748335270212,17069.55349392361,21183.931206597223,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
50,4,-0.17053131142577907,-125.1670026771469,24816.605224609375,17064.184448242188,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
51,2,-0.13709703366795917,-250.68590257661205,26624.109375,22774.65576171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
52,13,-0.10849272200406691,-38.52386655525193,23422.816470806414,16235.164438100961,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
53,13,-0.05716205901679851,-38.623083043131096,19401.80528611403,13845.298892681416,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
54,23,-21.820328116123257,-21.716000719102073,20896.047522503395,18384.674210258152,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
55,13,-0.05793534214689755,-38.54345798775127,19142.658954326922,17440.492586576023,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
56,6,-0.17823974041935475,-83.5526173295265,18412.43667602539,10187.97011311849,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
57,12,-0.08572347445081757,-41.68741953729043,21429.19566853841,19122.726806640625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
58,11,-0.10267169413388427,-45.753073440997106,16429.61945134943,18498.40137273615,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
59,6,-83.49313644973974,0.15248406809878598,19988.973063151043,15853.168863932291,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
60,2,-250.1892761224009,-250.39237424980928,22271.8037109375,18473.6865234375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
61,10,-0.07749696787515739,-50.07821382291484,16773.79091796875,16622.56513671875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
62,15,-0.0772254827314858,-33.282756430428655,17196.489029947916,13405.715087890625,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
63,2,-250.15422891209167,0.15422891209166767,16807.095703125,7033.747314453125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
64,7,-71.54589991527752,0.11732848670608345,14406.00732421875,16231.20521763393,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
65,2,-0.15741582892436773,-250.7289635627038,10784.326904296875,17068.826171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
66,10,-0.11315740304178619,-50.11463894225364,15425.5796875,14795.186114501954,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
67,6,-0.06315663385860157,-83.48697983626546,22908.476674397785,21862.311442057293,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
68,11,-45.59057928426478,0.13603382971932546,18551.576083096592,17132.97773881392,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
69,6,-83.38437029424735,0.05103696091401622,15964.917236328125,12158.891682942709,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
70,5,-0.1284700746344159,-100.19806227594424,17406.7361328125,18939.5419921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
71,7,-71.65629990315416,-71.43495680001091,23013.632672991072,18911.208984375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
72,7,-0.12177876878627845,-71.57186595296729,12232.13344029018,19623.068359375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
73,10,-0.11303450074324473,-50.25293819097962,17586.49581298828,18960.03271484375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
74,14,-0.08437388457476036,-35.71628294717799,11959.944902692523,15069.879146030971,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
75,2,-0.023689884521486765,-250.51059227518323,18290.552734375,11497.610107421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
76,8,-0.10015847436289438,-62.57580522182811,15001.54190826416,16400.45051574707,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
77,4,-125.17034484349857,0.17034484349857612,16476.413818359375,12251.317749023438,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
78,8,-62.555826537297655,0.055826537297651725,23943.732421875,15333.847045898438,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
79,3,-0.10989646125516682,-166.90059734412804,19465.7451171875,30678.11328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
80,5,-100.16728047026679,-0.3281702231190886,11790.582421875,11810.5087890625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
81,4,-125.14942394978975,0.1494239497897569,20580.677734375,14855.763916015625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
82,2,-0.18072828819401585,-250.34861801943103,13206.048828125,17119.3232421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
83,8,-0.06391757048432663,-62.674980268496626,14983.439865112305,20271.245544433594,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
84,12,-0.15239323214203396,-41.60537863269024,20454.121622721355,21900.893188476562,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
85,5,-100.13972050832852,0.1397205083285286,22003.616772460937,23261.58994140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
86,7,-0.04904883320859244,-71.52416992661001,11801.001743861607,14721.917061941964,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
87,11,-45.526849683594385,0.07230422904893621,13674.919744318182,17278.669699928978,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
88,2,-0.11074060901159599,-250.87272570713006,4369.822952270508,17403.9912109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
89,3,-166.7930999784905,0.126433311823827,27125.329427083332,33360.540364583336,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
90,1,-0.056923129639053896,-501.5577638763753,24840.72265625,8091.53955078125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
91,11,-0.06627070319167677,-45.55116265701468,19730.547424316406,17763.576260653408,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
92,3,-0.15356939319060295,-166.89663228556068,11859.271423339844,17367.69140625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
93,6,-83.48087111385745,-0.007960298254816514,11943.125040690104,18835.020426432293,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
94,9,-0.15297110725730356,-55.51865702103062,15267.701334635416,17283.346828884547,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
95,10,-0.13832453242113601,-49.966408374024034,12564.94143371582,13896.628601074219,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
96,11,-0.10411301266243565,-45.55219538225756,17271.194424715908,18668.724076704544,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
97,8,-62.611103932576256,0.11110393257626251,14360.15493774414,16760.578247070312,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
98,10,-0.09527118027831563,-50.17360591132266,14583.792211914062,18942.508630371092,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
99,12,-0.08272411831965105,-41.58394254834702,12032.873835245768,16390.293192545574,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
100,6,-0.1553502540836278,-83.3489542380814,20894.40380859375,19472.04248046875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
101,5,-100.11435382628545,0.11435382628545458,16793.9337890625,14845.1697265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
102,2,-0.11020129650089674,-250.6204374086967,22297.6376953125,10999.15625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
103,10,-0.06349089251658029,-50.037551381878544,22226.47001953125,19320.83359375,1.0,1.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
104,6,-0.14634495285004856,-83.35916993461359,13472.894856770834,15800.5625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
105,1,-0.2136867090449484,-501.01451068002524,22735.21875,15545.3544921875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
106,1,-0.1904659215979455,-501.0426325934916,8786.74609375,8159.97412109375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
107,2,-0.1311954449681647,-250.3689371245673,18268.27783203125,16286.730224609375,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
108,5,-100.16481972153379,0.16481972153378346,13733.30625,26254.3408203125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
109,6,-83.45201009183582,0.1186767585024779,24294.926513671875,18787.084147135418,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
110,12,-0.1493694189485458,-41.65837955747647,20968.402465820312,22205.86210123698,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
111,10,-50.09688067310415,0.09688067310415013,19823.95859375,23390.126171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
112,4,-0.049226095005056536,-125.28859589781877,15438.736572265625,15846.95361328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
113,6,-83.45664987085136,0.12331653751803218,22655.526692708332,14591.677408854166,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
114,4,-125.12420354250789,0.12420354250788557,17402.555053710938,13819.604736328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
115,5,-100.1388109183272,0.13881091832718423,13827.507250976563,11682.8728515625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
116,16,-0.12866952763254802,-31.304157295091652,17739.585479736328,15427.2421875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
117,12,-0.13893785392950453,-41.71044293408956,19516.192647298176,14022.39224243164,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
118,2,-0.047339562317959695,-250.9670099577776,10709.328735351562,18173.9951171875,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
119,2,-0.11029023374696331,-251.00840168252083,14162.38623046875,7950.216613769531,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
120,4,-125.15219998465243,0.15219998465242185,15576.423583984375,25630.11572265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
121,3,-0.05188262141022171,-166.95710834034006,18718.179077148438,28183.085286458332,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
122,8,-62.638481237195634,0.13848123719563282,17130.409545898438,18381.372436523438,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
123,5,-0.1464154677827329,-100.29481131418824,20273.9287109375,18730.3291015625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
124,2,-0.07540935774245393,-250.63508779256554,19585.57421875,29422.7236328125,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
125,5,-100.05278137891906,0.052781378919065425,14440.1890625,15396.4197265625,0.0,0.0,0.15,0.15,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.],0.3,0.3,0.01,0.01,,
